Animal,Extinction Frame,SSIM Index,Final state check,Initial Entropy,Final Entropy
Heptcircium ventilans,-1,0.9918505284905667,stable,0.10552018374966983,0.08993665909759202
Octcircium lithos,-1,0.9970828908721875,stable,0.09755159142389737,0.09399273679785401
Octcircium ventilans,-1,0.986203100024222,stable,0.11704106587589602,0.10815820832296867
Deccircium lithos,-1,0.9978481091043393,stable,0.08229846256109362,0.08239831841650462
Hexadentium rotans,-1,0.9816330269372393,stable,0.10318265074094626,0.09999202270426935
Hexadentium scintillans,-1,0.9815274404904435,stable,0.08666640642841818,0.08644363291417793
Hexadentium torquens,-1,0.9908734366831161,stable,0.07881912667328864,0.059162058638674284
Heptadentium rotans,-1,0.9898491221618493,stable,0.11643290689688225,0.11105930158293276
Heptadentium scintillans,-1,0.9835630056753988,stable,0.10151004246794984,0.10520084113442153
Octadentium rotans,-1,0.9953912287588539,stable,0.1363983849658326,0.13682689471609305
Octadentium scintillans,-1,0.9775664961643654,stable,0.12856035043474504,0.12847554238805778
Octadentium alternatus,-1,0.6014689592761158,soup,0.12410567006445125,1.1177515525466297
Nonadentium rotans,-1,0.9598232638765214,stable,0.1580168582428617,0.15899640154826405
Decadentium rotans bioculi,-1,0.9723318090179575,stable,0.17690704121404552,0.17520768425267974
Decadentium rotans trioculi,-1,0.9667062434890641,stable,0.15957556411155183,0.15938353397446864
Decadentium rotans,-1,0.9588509051978167,stable,0.15242752495047518,0.1549489537078811
Decadentium rotans,-1,0.9740759024665393,stable,0.15242752495047518,0.14123465158941945
Decadentium vagus,-1,0.9566235667595919,stable,0.14094945673306875,0.14600984842357156
Decadentium volubilis,-1,0.9428743048352425,stable,0.13717548681910102,0.13710567251748257
Undecadentium rotans,-1,0.9960098655000641,stable,0.15859462195182528,0.15972301059990088
Undecadentium scintillans,-1,0.9784371851866924,stable,0.162520465269531,0.16312675925326198
Dodecadentium rotans,-1,0.9865694709244109,stable,0.18784039318823736,0.18466465253261208
Dodecadentium scintillans,-1,0.9581000804452742,stable,0.17841515079882256,0.1790477212951884
Dodecadentium nausia,-1,0.9656909836835172,stable,0.18814396666246083,0.18175832419724935
Tridecadentium rotans,-1,0.9300990455996642,stable,0.19141442734899172,0.14026015949698145
Bifolium lithos,-1,0.9981808210264682,stable,0.07086084576024988,0.07100472217918788
Bifolium lithos limus,-1,0.9964945543333479,stable,0.06685211389446942,0.06579401254027632
Tetrafolium lithos,-1,0.9924430497364073,stable,0.0799273315561707,0.08162851716603231
Pentafolium lithos,-1,0.9960800631247648,stable,0.04833585794237732,0.04850375302285092
Pentafolium incarceratus,-1,0.9891731067722924,stable,0.06635753447869504,0.06189871654529478
Pentafolium incarceratus,14,,,0.06635753447869504,
Hexafolium incarceratus,-1,0.9718701842815427,stable,0.09413336230630649,0.09003962963568057
Octafolium lithos,-1,0.9958129109687728,stable,0.0773269338006681,0.0820697503068476
Octafolium lithos limus,-1,0.9936618586753224,stable,0.08846388016506415,0.08387189086434764
Octafolium tardus,-1,0.9530268766492561,stable,0.14019828102580134,0.1430283691306506
Octafolium lithos,10,,,0.0773269338006681,
Dodecafolium lithos,-1,0.9970176224612256,stable,0.11855670244426435,0.1167147097097455
Dodecafolium ventilans,-1,0.9957553127433608,stable,0.1762928902468549,0.1769576400001555
Heptafolium nausia,-1,0.9888086960290831,stable,0.13704443384063802,0.1389202903467149
Nonafolium lithos,-1,0.9951347848410751,stable,0.09290545665703644,0.09919238706658651
Nonafolium rotans,-1,0.9605910816585441,stable,0.1441425713710801,0.1430845397668621
Dodecafolium lithos,69,,,0.11855670244426435,
Tridecafolium lithos,-1,0.9292282080478903,stable,0.22601566917385046,0.15836311699421096
Bug (smaller),54,,,0.03994265671885843,
Bug (bigger),-1,0.6907842172302323,soup,0.13772657909321195,1.3432579673306375
