Animal,Extinction Frame,Final state check,Initial Entropy,Final Entropy,params,size,symmetry,circularity,MSE,SSIM,tolerance
Helicium serratus ocellus,-1,stable,0.1050420870634797,0.1067162653460431,"{'R': 10, 'T': 10, 'b': '1/2,1', 'm': 0.31, 's': 0.048}",608,0.8519040902679831,0.1350932353158941,0.0655461733782298,0.7871911033596085,0.23
Helicium serratus velox,-1,stable,0.104983766492616,0.1058110566132841,"{'R': 10, 'T': 10, 'b': '1/2,1', 'm': 0.29, 's': 0.047}",600,0.8913043478260869,0.17323161438269,0.1223713489651043,0.6100097853037743,0.22
Helicium serratus turbulentus,-1,stable,0.1063976685941683,0.1007524724996346,"{'R': 18, 'T': 10, 'b': '1/4,1/2,3/4,1', 'm': 0.2, 's': 0.02}",607,0.8746594005449592,0.1346156441953737,0.1047710363224712,0.6214876295821968,0.25
Pentahelicium solidus,360,,0.1494202034782192,,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.35, 's': 0.048}",925,0.827027027027027,0.0799803090675097,0.0117194115084188,0.9563173086042472,0.06
Pentahelicium ignis,-1,stable,0.1609320396376261,0.1652968557728752,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.32, 's': 0.039}",972,0.6766519823788546,0.074357114805314,0.0088585671848085,0.9650116843633768,0.1
Pentahelicium serratus limus,-1,stable,0.1642705276872076,0.1651337599914676,"{'R': 10, 'T': 10, 'b': '1/2,1', 'm': 0.37, 's': 0.06}",1035,0.8122529644268774,0.0853471297169451,0.0992992267727265,0.7364439151665934,0.06
Heptahelicium solidus,-1,stable,0.2357243879022309,0.2338043957430071,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.38, 's': 0.055}",1556,0.7970540098199672,0.032052833480163,0.0499361539670275,0.8608130514873914,0.07
Heptahelicium ignis,-1,stable,0.2448634295461078,0.2552039667830791,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.37, 's': 0.053}",1611,0.665359477124183,0.0362368517551534,0.0653399107979813,0.8153949223196256,0.07
Heptahelicium serratus limus,-1,stable,0.2328621717203308,0.2356352143795915,"{'R': 10, 'T': 10, 'b': '1/2,1', 'm': 0.37, 's': 0.058}",1522,0.7896341463414634,0.0474657620987896,0.12907530354292,0.6614649921986175,0.08
Nonahelicium solidus,-1,stable,0.3477700541173302,0.3546438669660734,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.4, 's': 0.063}",2419,0.4456157163392429,0.0180115449676946,0.1596568623544512,0.6019803968401671,0.04
Nonahelicium ignis,-1,stable,0.3012839987499746,0.3184614805755896,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.372, 's': 0.0496}",2068,0.3800882785679254,0.0289297802912681,0.0764055180002831,0.7827854983791948,0.04
Nonahelicium serratus,-1,stable,0.2780497381108882,0.2720734202216737,"{'R': 10, 'T': 10, 'b': '1/2,1', 'm': 0.39, 's': 0.064}",1890,0.8252427184466019,0.0348219331876808,0.1523647654648546,0.6160146994484884,0.03
Tetrahelicium(?),124,,0.1549459783165867,,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.372, 's': 0.0575}",960,0.7358834244080146,0.058527615704462,0.0621240306270042,0.8281430936466413,0.0
Tetrahelicium serratus,-1,stable,0.1210346234010096,0.027207923450542,"{'R': 10, 'T': 10, 'b': '1/2,1', 'm': 0.36, 's': 0.058}",732,0.8207547169811321,0.1000292288914852,0.0571425222761018,0.8301277420748726,0.11
Tetrahelicium serratus fractus,-1,stable,0.1216423247233129,0.1216541884878724,"{'R': 10, 'T': 10, 'b': '1/2,1', 'm': 0.31, 's': 0.047}",714,0.8357142857142857,0.0875699942335846,0.0923299986513209,0.7103018562429335,0.25
Tetrahelicium serratus turbulentus,-1,stable,0.1198337137947978,0.1189188772898849,"{'R': 10, 'T': 10, 'b': '1/2,1', 'm': 0.29, 's': 0.043}",700,0.8240963855421687,0.1056869034442132,0.0997138664857161,0.6766057947473297,0.25
Hexahelicium solidus,225,,0.2007892035842833,,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.37, 's': 0.05}",1272,0.7426470588235294,0.0465085005761598,0.0092051360535795,0.9662563230159924,0.06
Hexahelicium ignis,-1,stable,0.2046407617379748,0.2104936338041771,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.35, 's': 0.0445}",1290,0.6144927536231884,0.0528840888970556,0.0089962600226472,0.9646610023488648,0.09
Hexahelicium serratus,-1,stable,0.1882644509363149,0.1915423032105788,"{'R': 10, 'T': 10, 'b': '1/2,1', 'm': 0.39, 's': 0.067}",1217,0.8641304347826086,0.0604631798854846,0.1315822707459827,0.6673033412105845,0.09
Octahelicium,-1,soup,0.2684298901963997,1.158521224594397,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.38, 's': 0.055}",1790,0.78239608801956,0.033290618674629,0.0816568542036561,0.777475053147862,0.03
Octahelicium serratus,-1,stable,0.2930259821147731,0.2911303392136289,"{'R': 10, 'T': 10, 'b': '1/2,1', 'm': 0.37, 's': 0.058}",1948,0.8444444444444444,0.0316229161452361,0.1409254864431658,0.6306419027303674,0.11
Decahelicium,-1,stable,0.3456922456214811,0.3555338880534677,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.41, 's': 0.066}",2424,0.6235138705416117,0.0203335109501782,0.1651594128052824,0.5977124167376967,0.05
Decahelicium serratus,-1,stable,0.3406402003462375,0.3472207544744451,"{'R': 10, 'T': 10, 'b': '1/2,1', 'm': 0.41, 's': 0.07}",2412,0.8348909657320872,0.0276876787337172,0.167500136483661,0.5956417900588402,0.02
Dodecahelicium limus,-1,stable,0.38883777512265,0.392849297497726,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.42, 's': 0.07}",2790,0.6995305164319249,0.0179680476236137,0.1808693530470904,0.5689320049678093,0.05
Catenohelicium monospirae,-1,soup,0.2368140585013809,0.7734095229079584,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.35, 's': 0.0428}",1566,0.5845110231769362,0.0453544653102225,0.0122916446865424,0.9551897428640734,0.04
Catenohelicium bispirae vacuoides,-1,soup,0.1781063732889542,1.13690913365514,"{'R': 13, 'T': 5, 'b': '1', 'm': 0.33, 's': 0.047}",1094,0.8614718614718615,0.0472378136637763,0.3759789506025284,0.0527074496783239,0.01
Catenohelicium bispirae scutoides,-1,soup,0.1859767526781791,1.963031115308316,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.407, 's': 0.0806}",1140,0.8433333333333334,0.0350943943291735,0.1678913265810013,0.5983363932238158,0.01
Circium lithos apertus,-1,stable,0.0113697389598061,0.0128314504131681,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.16, 's': 0.023}",66,1.0,1.908987347133306,0.0595980354410341,0.6624163448418878,0.34
Circium lithos opertus,-1,stable,0.0368745062538719,0.0368745062538719,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.808, 's': 0.367}",256,1.0,0.0,0.0031576576991705,0.9931049698528732,0.24
Circium ventilans,-1,stable,0.0327790959185386,0.0280235953361991,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.38, 's': 0.07}",188,1.0,0.0096738868339361,0.0015078691471827,0.9953274931846126,0.38
Circium ventilans tenuis,-1,stable,0.0110793945344417,0.0128422467646342,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.146, 's': 0.0199}",60,1.0,1.332828266220388,0.0496003910364965,0.6901525385337641,0.53
Circium ventilans lateralis,106,,0.0252425658386812,,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.275, 's': 0.0357}",133,0.9806451612903224,0.617307553744144,0.0014112267073486,0.9948471869299946,0.07
Circium ventilans scintillans,172,,0.0204463223466995,,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.3, 's': 0.0243}",119,0.9929078014184396,0.1314299337671643,0.0016162822742454,0.99519701804533,0.04
Circium ventilans cumulans,-1,stable,0.0204381860142986,0.0192892141325944,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.319, 's': 0.0136}",120,1.0,0.0,0.0017382896391074,0.9953184027419384,0.1
Circium rupturus,-1,soup,0.0236927141143454,0.6708568713693347,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.079, 's': 0.0107}",120,0.9597989949748744,1.705251642778952,0.0433329124178725,0.6267211215383742,0.0
Discutium pachus,-1,soup,0.0983926520074128,1.6261234908857447,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.545, 's': 0.186}",607,1.0,0.0649394629409264,0.1032620725972744,0.815350700448809,0.15
Trihelicium pachus,-1,soup,0.1077691254203499,1.144842916924967,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.46, 's': 0.119}",653,0.9209809264305178,0.1716760836378309,0.1458521871836944,0.692355311443829,0.03
max-fleet,-1,soup,0.8211285109646556,0.8532574459927641,"{'R': 13, 'T': 10, 'b': '1', 'm': 0.337, 's': 0.057}",6575,0.7612239444147515,0.007860848827816,0.4001873212911431,0.0431756683421961,0.25
Aerogeminium volitans,-1,stable,0.1319254119899339,0.1334845417348633,"{'R': 18, 'T': 10, 'b': '1,11/12', 'm': 0.32, 's': 0.051}",859,0.9461077844311376,0.244313224204041,0.0838836036168609,0.7584371417566974,0.19
Aerogeminium ambiguus,-1,stable,0.150023199099538,0.1456429807210928,"{'R': 18, 'T': 10, 'b': '1,5/6', 'm': 0.29, 's': 0.041}",920,0.897196261682243,0.1808431734520106,0.0695409030203574,0.7815778265814202,0.29
Aerogeminium quietus,-1,stable,0.1175749059194589,0.0559590026089658,"{'R': 18, 'T': 10, 'b': '1,1,1', 'm': 0.3, 's': 0.048}",853,0.952486187845304,0.2844343483830483,0.2135999161392918,0.3494350170473558,0.47
Aerogeminium labens,-1,stable,0.0990313708797819,0.1040363690736485,"{'R': 18, 'T': 10, 'b': '1,5/6,2/3', 'm': 0.23, 's': 0.026}",612,1.0,0.305986740877578,0.0492638991991609,0.8118505263313989,0.37
Hydrogeminium limus,-1,soup,0.1272294952997554,0.7956443971850917,"{'R': 18, 'T': 10, 'b': '1,1,1', 'm': 0.26, 's': 0.036}",823,0.8952991452991453,0.2401927315795239,0.0781851330580744,0.664948353781748,0.46
Hydrogeminium natans,-1,stable,0.1569719909443244,0.1611814282770921,"{'R': 18, 'T': 10, 'b': '1/2,1,2/3', 'm': 0.26, 's': 0.036}",1003,0.8480300187617261,0.1962954682555805,0.2291707620171039,0.2875728647428189,0.34
Hydrogeminium labens,-1,stable,0.1379669610356448,0.1326437476801854,"{'R': 18, 'T': 10, 'b': '1/2,1,2/3', 'm': 0.31, 's': 0.053}",934,0.9440175631174532,0.2799149239693693,0.2798720593573338,0.272036539415828,0.3
Spinogeminium solidus,-1,stable,0.0841860001990542,0.0833015709931316,"{'R': 18, 'T': 10, 'b': '3/4,1,1/2', 'm': 0.216, 's': 0.0252}",507,0.929188255613126,0.2090057449507537,0.1027003901443397,0.5576568822985095,0.25
Spinogeminium limus,-1,stable,0.0796281156666641,0.0437421624794175,"{'R': 18, 'T': 10, 'b': '3/4,1,1/2', 'm': 0.195, 's': 0.0198}",469,0.8960396039603961,0.1813748471411463,0.045057366579511,0.7888029590891638,0.25
Gyrogeminium velox,-1,stable,0.1906023729814057,0.1901716460793536,"{'R': 18, 'T': 10, 'b': '1,1,1', 'm': 0.25, 's': 0.034}",1193,0.7903225806451613,0.1336770664878413,0.1241962967275325,0.5018475979897673,0.45
Gyrogeminium tardus,-1,stable,0.1800859336253997,0.1941376398197943,"{'R': 18, 'T': 10, 'b': '1,1,1', 'm': 0.27, 's': 0.038}",1112,0.9068219633943428,0.132529412352312,0.089005959504495,0.6320493088648166,0.44
Gyrogeminium serratus,-1,stable,0.1835933020769427,0.0459830408716124,"{'R': 18, 'T': 10, 'b': '1/2,1,1/2', 'm': 0.24, 's': 0.03}",1139,0.8266666666666667,0.086352685628517,0.1900893520781396,0.2674839043621261,0.3
Circogeminium ventilans,-1,stable,0.1954974062217757,0.1660964083193572,"{'R': 18, 'T': 10, 'b': '1,1,1', 'm': 0.29, 's': 0.035}",1392,0.9452137266706804,0.3670433237143051,0.0189056363648316,0.948896116327571,0.11
Kronium solidus,-1,stable,0.0586196887765388,0.0608304285720394,"{'R': 18, 'T': 10, 'b': '1,1/2,1/2,1', 'm': 0.22, 's': 0.029}",322,0.9526184538653366,0.2509328869872151,0.0064141379037361,0.9728629433087224,0.23
Kronium tardus,-1,stable,0.0546063358272588,0.0472197789209896,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.34, 's': 0.062}",319,0.9765013054830288,0.2895541429934619,0.0028289896661826,0.9909173101696844,0.39
Kronium vagus,-1,stable,0.0626115683971649,0.0580079202433584,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.22, 's': 0.025}",332,0.9582309582309584,0.2775398226957906,0.0052024316687291,0.9751659238040726,0.11
Kronium saliens,-1,stable,0.067215130585456,0.0698212282334397,"{'R': 15, 'T': 10, 'b': '1/2,1/2,1', 'm': 0.23, 's': 0.031}",377,0.972972972972973,0.3352656733655897,0.005221683619059,0.9797108824899255,0.34
Kronium limus,-1,stable,0.0875480189977367,0.0861424809489095,"{'R': 18, 'T': 10, 'b': '5/6,1', 'm': 0.22, 's': 0.03}",489,0.9078260869565218,0.2673036901345786,0.1052928859672833,0.5575818987482979,0.62
Kronium dividuus,-1,stable,0.0697728522880998,0.0706705443627082,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.24, 's': 0.03}",385,0.943157894736842,0.2043421051158069,0.033063969059548,0.8707072526635421,0.17
Gyrokronium,-1,stable,0.0666309814826183,0.0658617078825187,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.22, 's': 0.026}",355,0.929384965831435,0.2294786691421869,0.0213711393570905,0.9073554844354232,0.2
Argentokronium,-1,stable,0.0731957617814962,0.0709624403498493,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.24, 's': 0.025}",403,0.9648711943793912,0.1996756525131555,0.003133873097502,0.985362253004718,0.24
Ferrokronium solidus,-1,stable,0.0848225424863741,0.0860510914091005,"{'R': 18, 'T': 10, 'b': '1,1/2,1/4,3/4', 'm': 0.25, 's': 0.033}",484,0.9382716049382716,0.1105912535064151,0.0142670109189672,0.9506552146148056,0.61
Ferrokronium valvatus centrale,-1,stable,0.0843761912654539,0.0840414097378813,"{'R': 18, 'T': 10, 'b': '1,1', 'm': 0.23, 's': 0.033}",470,0.9386281588447654,0.2097721456971291,0.0929495029973001,0.6283789549415179,0.56
Ferrokronium valvatus laterale,-1,stable,0.0851390396199128,0.0841500063750347,"{'R': 18, 'T': 10, 'b': '1,1', 'm': 0.24, 's': 0.036}",476,0.9515260323159784,0.2490507365228335,0.0857028897258846,0.6706466083787771,0.53
Ferrokronium tardus,-1,stable,0.0787424212605578,0.0792338825719499,"{'R': 18, 'T': 10, 'b': '1,1', 'm': 0.36, 's': 0.068}",498,0.963855421686747,0.1564064374373045,0.0052226748216826,0.9862491212593364,0.55
Ferrokronium circularis,-1,stable,0.0696932153891536,0.0702715732983211,"{'R': 18, 'T': 10, 'b': '1,1', 'm': 0.29, 's': 0.053}",447,0.9753914988814316,0.4672956272816207,0.003317361610566,0.9886074314168674,0.42
Ferrokronium saliens,-1,stable,0.0783583285023618,0.076785752292862,"{'R': 18, 'T': 10, 'b': '1,1/2,1/4,3/4', 'm': 0.28, 's': 0.037}",475,0.9782608695652174,0.1633349120946371,0.0056051391069171,0.983708438726319,0.61
Aurokronium arcus,-1,stable,0.0954307102581708,0.095583599314671,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.27, 's': 0.036}",546,0.9082278481012658,0.2715395504232445,0.0470343260631482,0.8385865912131513,0.12
Aurokronium cavus,-1,stable,0.0815624010518795,0.0821162716451381,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.22, 's': 0.024}",452,0.9111111111111112,0.2752052384142608,0.0171904089456513,0.9259683660378264,0.17
Synkronium arcus,-1,stable,0.1036590428993767,0.1050644491683234,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.29, 's': 0.033}",602,0.9561270801815432,0.2350346704334263,0.0053935233952944,0.980163043331128,0.09
Synkronium cavus,-1,stable,0.096706001354448,0.0964589283022381,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.24, 's': 0.025}",546,0.9467455621301776,0.2632886715000682,0.0069426213691265,0.9706229416667737,0.23
Florakronium arcus,-1,stable,0.1084937325462586,0.1115697684986492,"{'R': 18, 'T': 10, 'b': '1,1/2', 'm': 0.28, 's': 0.035}",654,0.9638932496075352,0.1683336707219849,0.0222219526518095,0.9291963654339987,0.45
Florakronium cavus,-1,stable,0.0993509065068472,0.0441151688273392,"{'R': 18, 'T': 10, 'b': '1,1/2', 'm': 0.24, 's': 0.0235}",576,0.9378330373001776,0.1725539980548397,0.0056570461171781,0.9781861449955324,0.34
Allikronium,-1,soup,0.1229021240980647,1.1537692565826352,"{'R': 27, 'T': 10, 'b': '1,3/4,1/12', 'm': 0.22, 's': 0.026}",746,0.9369158878504672,0.1853883770088467,0.0648093897514268,0.7391991744911172,0.08
Parakronium arcus,-1,stable,0.1242451998694682,0.1260663921204997,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.29, 's': 0.033}",732,0.9012987012987012,0.2204084385262449,0.0106824002649124,0.9640039894669644,0.13
Parakronium cavus,-1,stable,0.1218367233997107,0.123561383770366,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.25, 's': 0.029}",718,0.9364161849710982,0.2183189022787754,0.0456615458619494,0.83299049953751,0.18
Pentakronium arcus,-1,stable,0.1466671405440906,0.1492659702816786,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.29, 's': 0.034}",903,0.9374288964732652,0.2239465684422051,0.0257045202171533,0.9192132238558804,0.1
Pentakronium cavus,-1,stable,0.1429653548661107,0.1391820278093699,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.26, 's': 0.029}",858,0.939540507859734,0.1887708917859948,0.0345723153885335,0.8785335053808286,0.15
Hexakronium arcus,-1,stable,0.167109839884157,0.1696433903529232,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.29, 's': 0.034}",1037,0.9516765285996056,0.1908262774915146,0.041055408090332,0.8717583298973743,0.1
Hexakronium cavus,-1,stable,0.1442128497496253,0.1499664881201294,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.25, 's': 0.026}",879,0.935632183908046,0.1578373490911397,0.0289635551154455,0.8947602113317932,0.1
Heptakronium arcus,-1,stable,0.1871320965792103,0.1877417248752514,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.29, 's': 0.034}",1187,0.9335106382978724,0.1583655230398096,0.0535848671243813,0.8334942427814513,0.07
Tetracaudokronium cavus,-1,soup,0.1292911572085819,0.6541930896024103,"{'R': 27, 'T': 10, 'b': '1,1/12,1/12', 'm': 0.26, 's': 0.029}",787,0.9196217494089834,0.2832058553026001,0.0255918933983829,0.9117146972804534,0.13
Pentacaudokronium cavus,-1,stable,0.1433006661394726,0.1437665372573347,"{'R': 27, 'T': 10, 'b': '1,1/12,1/12', 'm': 0.25, 's': 0.026}",889,0.9273127753303964,0.2459919556727121,0.027777049773659,0.902573178822208,0.14
Hexacaudokronium cavus,-1,stable,0.1661873823138144,0.1641280005884516,"{'R': 27, 'T': 10, 'b': '1,1/12,1/12', 'm': 0.243, 's': 0.0233}",1034,0.8854166666666666,0.213218652355962,0.0186353527060885,0.9294810680830284,0.12
Catenokronium cinguli,154,,0.2950328181365156,,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.32, 's': 0.0368}",2008,0.8774703557312253,0.1277168583227899,0.0368966849064133,0.8902571458744847,0.05
Tetravolvium,-1,soup,0.0761088317563189,0.8883163537412517,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.24, 's': 0.0281}",423,0.846441947565543,0.3973658522499677,0.0083314560375529,0.9667626880058068,0.04
Hexavolvium,-1,stable,0.1066048412806911,0.1042669044428102,"{'R': 18, 'T': 10, 'b': '1,1/3', 'm': 0.29, 's': 0.033}",628,0.8521505376344086,0.2973921435520224,0.005326075334639,0.9809162173771536,0.07
Hexavolvium resiliens,-1,stable,0.1151827143862207,0.0461850247663827,"{'R': 18, 'T': 10, 'b': '1,1/2', 'm': 0.27, 's': 0.033}",689,0.9240963855421688,0.2064947009615665,0.018256672455574,0.9409195231687344,0.18
Hexavolvium ulterior,-1,stable,0.1058528888033449,0.1073711099347785,"{'R': 18, 'T': 10, 'b': '1,7/12', 'm': 0.27, 's': 0.034}",635,0.9202127659574468,0.2374685071006909,0.0125576759318742,0.96014606568116,0.24
Crucium arcus,-1,stable,0.115919578578694,0.1162753096736157,"{'R': 27, 'T': 10, 'b': '1,2/3,1/3', 'm': 0.25, 's': 0.033}",742,0.928406466512702,0.3345347848279415,0.0094525705294743,0.972291663464,0.43
Crucium arcus valvatus,-1,stable,0.1141828323631829,0.1112192582222749,"{'R': 27, 'T': 10, 'b': '1,2/3,1/3', 'm': 0.22, 's': 0.024}",698,0.9529702970297028,0.2662658975393078,0.010823287424977,0.9642390652636852,0.25
Crucium arcus anulus,-1,stable,0.1267856081755579,0.1280299765206195,"{'R': 27, 'T': 10, 'b': '1,1/3,1/3', 'm': 0.31, 's': 0.043}",833,0.9438444924406048,0.1644001973040552,0.0136434576360275,0.9670332219663268,0.43
Crucium arcus vagus,-1,stable,0.0972772866008924,0.1127647242499627,"{'R': 27, 'T': 10, 'b': '1,7/12,1', 'm': 0.23, 's': 0.024}",592,0.9032258064516128,0.2957044598443932,0.0098814273762748,0.9683349020194448,0.28
Crucium arcus gyrans,-1,stable,0.1114266299116632,0.1129825035827409,"{'R': 27, 'T': 10, 'b': '1,2/3,1/3', 'm': 0.25, 's': 0.029}",690,0.9236641221374046,0.318406252307214,0.0103907598976889,0.9703233462796156,0.4
Crucium cavus,-1,stable,0.0949875539548734,0.0918722012685151,"{'R': 27, 'T': 10, 'b': '1,1,1/3', 'm': 0.22, 's': 0.028}",598,0.94421768707483,0.3154918393748515,0.0150109759654982,0.9493015587779664,0.5
Crucium cavus anulus,-1,stable,0.1088308098734859,0.1093452711465555,"{'R': 27, 'T': 10, 'b': '1,2/3,1/3', 'm': 0.32, 's': 0.045}",745,0.965435041716329,0.1461242381970471,0.0083299482213269,0.9793780745462904,0.46
Crucium crux,-1,stable,0.1326077237099913,0.1321679057233313,"{'R': 27, 'T': 10, 'b': '1,1/6,5/12', 'm': 0.32, 's': 0.044}",880,0.9732234809474768,0.0937988003568842,0.0117457579754162,0.9723341398529182,0.51
Crucium crux rotans,-1,stable,0.1315908945629773,0.1331872104142861,"{'R': 27, 'T': 10, 'b': '1,1/3,2/3', 'm': 0.28, 's': 0.032}",872,0.9387550200803212,0.1149281570327802,0.0058501698193868,0.9803472307599664,0.6
Crucium crux ventilans,-1,stable,0.1304863252467584,0.1227340425734494,"{'R': 27, 'T': 10, 'b': '1/4,1/4,1', 'm': 0.19, 's': 0.029}",853,0.9797872340425532,0.0072555130527558,0.0097600344700506,0.974633706927328,0.5
Crucium,-1,stable,0.2201227789255071,0.2232645576044355,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.29, 's': 0.029}",1643,0.9756722151088348,0.0865848539717502,0.0199277020478971,0.9605412071781974,0.65
Triradium lithos,-1,stable,0.1172675354829044,0.1211966527392014,"{'R': 36, 'T': 10, 'b': '1,1/2,1/4,3/4', 'm': 0.23, 's': 0.014}",976,0.957847533632287,0.0685099656772936,0.0113106194733563,0.9785577515344032,0.61
Triradium gyrans,153,,0.146250410608747,,"{'R': 36, 'T': 10, 'b': '1,1/2,1/4,3/4', 'm': 0.21, 's': 0.013}",1040,0.8981562774363476,0.0427430235500639,0.0132251955716773,0.9676523591174714,0.52
Triradium rotans,-1,stable,0.164064943191149,0.164732209383014,"{'R': 36, 'T': 10, 'b': '1,1/2,1/2,1/2', 'm': 0.24, 's': 0.019}",1129,0.9385826771653544,0.1262372227481484,0.0125971975069863,0.967028383331788,0.69
Triradium ventilans,-1,stable,0.1703493299147128,0.1754329216358592,"{'R': 36, 'T': 10, 'b': '1,1/2,1/2,1/2', 'm': 0.21, 's': 0.014}",1084,0.94679186228482,0.1749362731971336,0.0125636440548473,0.9637427010315154,0.4
Triradium limus,-1,stable,0.1778550630802969,0.1668099415306957,"{'R': 36, 'T': 10, 'b': '1,1/2,1/2,1/2', 'm': 0.27, 's': 0.022}",1251,0.9647141848976712,0.1082163625923143,0.0125812852229871,0.9697023879357732,0.72
Hexaradium solidus,-1,stable,0.1482139603033141,0.1477382734100936,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.19, 's': 0.018}",961,0.9443016281062554,0.2777102490937625,0.0161558648037991,0.9500351092849986,0.48
Hexaradium valvatus,-1,stable,0.1475641223268264,0.1486019371612445,"{'R': 36, 'T': 10, 'b': '1,3/4,1/2,1/4', 'm': 0.24, 's': 0.027}",1053,0.8788638262322472,0.3561267699318278,0.0191261162835609,0.9558434279277286,0.45
Hexaradium lithos,-1,stable,0.1177698583301824,0.1185550524959906,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,1/3', 'm': 0.22, 's': 0.022}",997,0.9538977367979884,0.7222057182234702,0.0134650442663773,0.9661439921005388,0.43
Tetrastrium rotans,-1,stable,0.1588524600517312,0.1621468180004024,"{'R': 36, 'T': 10, 'b': '1,2/3,1/3,2/3', 'm': 0.17, 's': 0.017}",1089,0.7564385577630611,0.3354782705325823,0.1103421198552881,0.4579766583687592,0.51
Astrium solidus,-1,stable,0.154832589779102,0.1572113607949791,"{'R': 36, 'T': 10, 'b': '1,1/3,2/3,1', 'm': 0.19, 's': 0.025}",1043,0.8837606837606837,0.1450096065218032,0.0175610723503786,0.956779419622974,0.65
Astrium limus,-1,stable,0.1526574798201831,0.1571672334765108,"{'R': 27, 'T': 10, 'b': '1,1/2,1', 'm': 0.19, 's': 0.021}",954,0.8212728857890148,0.1895888488645441,0.1077426548431327,0.5145417356139276,0.49
Astrium rotans,-1,stable,0.1468315043722822,0.1464852389144194,"{'R': 36, 'T': 10, 'b': '1,1/4,1/2,1', 'm': 0.18, 's': 0.025}",961,0.8241206030150754,0.1812120967909121,0.0656459435932099,0.7600526942743443,0.58
Astrium scintillans,-1,stable,0.1897189019939323,0.2199327160631778,"{'R': 27, 'T': 10, 'b': '2/3,0,1', 'm': 0.31, 's': 0.035}",1357,0.9463087248322148,0.1006638206209208,0.0139932831920152,0.9680498184058712,0.51
Astrium inversus,-1,stable,0.1726795360207627,0.2038086256389192,"{'R': 27, 'T': 10, 'b': '7/12,0,1', 'm': 0.33, 's': 0.048}",1316,1.0,0.0626074724224847,0.014354361051271,0.9689056003515196,0.52
Astrium reversus,-1,stable,0.1719577023188018,0.1744628467321003,"{'R': 27, 'T': 10, 'b': '7/12,1/2,1', 'm': 0.3, 's': 0.054}",1218,0.9057437407952872,0.105764012262128,0.0120752547338194,0.9656712408931124,0.63
Astrium currens,-1,stable,0.2004089586120744,0.2094365488704694,"{'R': 36, 'T': 10, 'b': '1,1/3,2/3,1', 'm': 0.2, 's': 0.022}",1443,0.8188745603751465,0.1951435343268544,0.0283450060271283,0.9210983631647406,0.83
Astrium nausia,-1,stable,0.2296408959264733,0.2260026244365342,"{'R': 36, 'T': 10, 'b': '1,1/6,1/6,3/4', 'm': 0.22, 's': 0.021}",1630,0.8855,0.1330087573778412,0.0187087734726864,0.9479687108033088,0.61
Hexastrium,-1,stable,0.1166977317977845,0.1225230628807875,"{'R': 36, 'T': 10, 'b': '1,1/4,1/2,1', 'm': 0.18, 's': 0.023}",762,0.9144602851323828,0.2172694067156731,0.1376232630743709,0.4494213483540858,0.6
